MUNICIPIO,CULTIVO,PERIODO,Area Sembrada (ha),Area Cosechada (ha),Produccion (t)
cienega,papa,2019b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
combita,papa,2019a,[620.8-930.69995],[560.63995-840.55994],[12000.4-18000.352]
combita,papa,2019b,[310.9-620.8],[560.63995-840.55994],[12000.4-18000.352]
corrales,papa,2019a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
corrales,papa,2019b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
cucaita,papa,2019a,[1.0-310.9],[280.71997-560.63995],[6000.45-12000.4]
cucaita,papa,2019b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
cuitiva,papa,2019a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
cuitiva,papa,2019b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
duitama,papa,2019a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
duitama,papa,2019b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
el-cocuy,papa,2019a,[1.0-310.9],[280.71997-560.63995],[0.5-6000.45]
el-cocuy,papa,2019b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
el-espino,papa,2019a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
el-espino,papa,2019b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
firavitoba,papa,2019a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
firavitoba,papa,2019b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
floresta,papa,2019a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
gachantiva,papa,2019a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
gachantiva,papa,2019b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
gameza,papa,2019a,[310.9-620.8],[280.71997-560.63995],[0.5-6000.45]
gameza,papa,2019b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
garagoa,papa,2019b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
garagoa,papa,2019a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
guacamayas,papa,2019a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
guacamayas,papa,2019b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
guican,papa,2019a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
guican,papa,2019b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
iza,papa,2019a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
jenesano,papa,2019a,[310.9-620.8],[280.71997-560.63995],[6000.45-12000.4]
jenesano,papa,2019b,[1.0-310.9],[280.71997-560.63995],[0.5-6000.45]
jerico,papa,2019a,[1.0-310.9],[280.71997-560.63995],[0.5-6000.45]
jerico,papa,2019b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
la-uvita,papa,2019a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
la-uvita,papa,2019b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
labranzagrande,papa,2019a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
macanal,papa,2019a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
macanal,papa,2019b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
maripi,papa,2019a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
maripi,papa,2019b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
mongua,papa,2019a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
mongua,papa,2019b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
mongui,papa,2019a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
mongui,papa,2019b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
motavita,papa,2019a,[620.8-930.69995],[840.55994-1120.48],[18000.352-24000.3]
motavita,papa,2019b,[310.9-620.8],[280.71997-560.63995],[6000.45-12000.4]
nobsa,papa,2019a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
nobsa,papa,2019b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
nuevo-colon,papa,2019a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
nuevo-colon,papa,2019b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
oicata,papa,2019a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
oicata,papa,2019b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
pachavita,papa,2019a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
pachavita,papa,2019b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
paipa,papa,2019a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
paipa,papa,2019b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
panqueba,papa,2019a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
panqueba,papa,2019b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
pauna,papa,2019a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
pauna,papa,2019b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
paz-de-rio,papa,2019a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
paz-de-rio,papa,2019b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
pesca,papa,2019a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
pesca,papa,2019b,[1.0-310.9],[280.71997-560.63995],[0.5-6000.45]
ramiriqui,papa,2019a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
ramiriqui,papa,2019b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
raquira,papa,2019b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
raquira,papa,2019a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
rondon,papa,2019a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
rondon,papa,2019b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
saboya,papa,2019a,[2170.3-2480.2],[0.8-280.71997],[36000.2-42000.15]
saboya,papa,2019b,[2480.2-2790.0999],[0.8-280.71997],[48000.098-54000.047]
samaca,papa,2019a,[310.9-620.8],[280.71997-560.63995],[12000.4-18000.352]
samaca,papa,2019b,[620.8-930.69995],[840.55994-1120.48],[18000.352-24000.3]
san-miguel-de-sema,papa,2019a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
san-miguel-de-sema,papa,2019b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
santa-rosa-de-viterbo,papa,2019a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
santa-rosa-de-viterbo,papa,2019b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
santa-sofia,papa,2019a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
sativanorte,papa,2019a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
sativasur,papa,2019a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
sativasur,papa,2019b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
soata,papa,2019a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
socha,papa,2019a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
socha,papa,2019b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
socota,papa,2019a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
sogamoso,papa,2019a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
sogamoso,papa,2019b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
somondoco,papa,2019a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
somondoco,papa,2019b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
sora,papa,2019a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
sora,papa,2019b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
soraca,papa,2019a,[620.8-930.69995],[560.63995-840.55994],[24000.3-30000.25]
soraca,papa,2019b,[620.8-930.69995],[560.63995-840.55994],[18000.352-24000.3]
sotaquira,papa,2019a,[310.9-620.8],[280.71997-560.63995],[18000.352-24000.3]
susacon,papa,2019a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
susacon,papa,2019b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
sutamarchan,papa,2019a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
sutamarchan,papa,2019b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
tasco,papa,2019a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
tasco,papa,2019b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
tibana,papa,2019a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
tibana,papa,2019b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
tibasosa,papa,2019b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
tibasosa,papa,2019a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
tinjaca,papa,2019a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
tinjaca,papa,2019b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
tipacoque,papa,2019a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
toca,papa,2019b,[930.69995-1240.6],[0.8-280.71997],[18000.352-24000.3]
toca,papa,2019a,[930.69995-1240.6],[0.8-280.71997],[18000.352-24000.3]
togui,papa,2019a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
topaga,papa,2019a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
topaga,papa,2019b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
tota,papa,2019a,[310.9-620.8],[280.71997-560.63995],[0.5-6000.45]
tota,papa,2019b,[310.9-620.8],[280.71997-560.63995],[6000.45-12000.4]
tunja,papa,2019a,[2790.0999-3100.0],[0.8-280.71997],[54000.047-60000.0]
tunja,papa,2019b,[1860.4-2170.3],[0.8-280.71997],[36000.2-42000.15]
turmeque,papa,2019a,[310.9-620.8],[280.71997-560.63995],[6000.45-12000.4]
turmeque,papa,2019b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
tuta,papa,2019a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
tuta,papa,2019b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
tutaza,papa,2019a,[310.9-620.8],[280.71997-560.63995],[12000.4-18000.352]
tutaza,papa,2019b,[310.9-620.8],[280.71997-560.63995],[12000.4-18000.352]
umbita,papa,2019a,[310.9-620.8],[280.71997-560.63995],[6000.45-12000.4]
umbita,papa,2019b,[620.8-930.69995],[560.63995-840.55994],[12000.4-18000.352]
ventaquemada,papa,2019a,[1240.6-1550.5],[0.8-280.71997],[36000.2-42000.15]
ventaquemada,papa,2019b,[1860.4-2170.3],[0.8-280.71997],[54000.047-60000.0]
villa-de-leiva,papa,2019a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
villa-de-leiva,papa,2019b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
viracacha,papa,2019a,[310.9-620.8],[280.71997-560.63995],[0.5-6000.45]
viracacha,papa,2019b,[310.9-620.8],[280.71997-560.63995],[0.5-6000.45]
almeida,papa-criolla,2019a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
aquitania,papa-criolla,2019a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
aquitania,papa-criolla,2019b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
belen,papa-criolla,2019a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
belen,papa-criolla,2019b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
beteitiva,papa-criolla,2019a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
beteitiva,papa-criolla,2019b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
caldas,papa-criolla,2019a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
caldas,papa-criolla,2019b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
chiquinquira,papa-criolla,2019a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
chiquinquira,papa-criolla,2019b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
chiquiza,papa-criolla,2019a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
chiquiza,papa-criolla,2019b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
cuitiva,papa-criolla,2019a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
cuitiva,papa-criolla,2019b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
duitama,papa-criolla,2019a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
duitama,papa-criolla,2019b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
guican,papa-criolla,2019a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
guican,papa-criolla,2019b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
la-uvita,papa-criolla,2019a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
la-uvita,papa-criolla,2019b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
mongui,papa-criolla,2019a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
mongui,papa-criolla,2019b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
motavita,papa-criolla,2019b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
pauna,papa-criolla,2019a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
pauna,papa-criolla,2019b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
ramiriqui,papa-criolla,2019a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
ramiriqui,papa-criolla,2019b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
saboya,papa-criolla,2019a,[310.9-620.8],[280.71997-560.63995],[6000.45-12000.4]
saboya,papa-criolla,2019b,[620.8-930.69995],[560.63995-840.55994],[12000.4-18000.352]
san-miguel-de-sema,papa-criolla,2019a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
san-miguel-de-sema,papa-criolla,2019b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
santa-rosa-de-viterbo,papa-criolla,2019a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
santa-rosa-de-viterbo,papa-criolla,2019b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
siachoque,papa-criolla,2019a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
siachoque,papa-criolla,2019b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
socota,papa-criolla,2019a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
socota,papa-criolla,2019b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
sogamoso,papa-criolla,2019a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
sogamoso,papa-criolla,2019b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
soraca,papa-criolla,2019a,[310.9-620.8],[280.71997-560.63995],[6000.45-12000.4]
soraca,papa-criolla,2019b,[310.9-620.8],[560.63995-840.55994],[6000.45-12000.4]
tasco,papa-criolla,2019a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
tasco,papa-criolla,2019b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
tinjaca,papa-criolla,2019a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
tinjaca,papa-criolla,2019b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
tipacoque,papa-criolla,2019a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
togui,papa-criolla,2019a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
tunja,papa-criolla,2019a,[1.0-310.9],[280.71997-560.63995],[0.5-6000.45]
tunja,papa-criolla,2019b,[1.0-310.9],[280.71997-560.63995],[0.5-6000.45]
tutaza,papa-criolla,2019a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
tutaza,papa-criolla,2019b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
umbita,papa-criolla,2019a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
umbita,papa-criolla,2019b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
ventaquemada,papa-criolla,2019a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
ventaquemada,papa-criolla,2019b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
viracacha,papa-criolla,2019a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
viracacha,papa-criolla,2019b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
tunja,papa,2020a,[1.0-310.9],[280.71997-560.63995],[0.5-6000.45]
tunja,papa,2020b,[1.0-310.9],[280.71997-560.63995],[0.5-6000.45]
tunja,papa,2020a,[2790.0999-3100.0],[2520.0796-2800.0],[54000.047-60000.0]
tunja,papa,2020b,[1860.4-2170.3],[1960.2397-2240.1597],[36000.2-42000.15]
almeida,papa,2020a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
almeida,papa,2020a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
aquitania,papa,2020a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
aquitania,papa,2020b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
aquitania,papa,2020a,[1.0-310.9],[280.71997-560.63995],[0.5-6000.45]
aquitania,papa,2020b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
arcabuco,papa,2020a,[1240.6-1550.5],[1120.48-1400.3999],[18000.352-24000.3]
arcabuco,papa,2020b,[1240.6-1550.5],[1120.48-1400.3999],[18000.352-24000.3]
belen,papa,2020a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
belen,papa,2020b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
belen,papa,2020a,[310.9-620.8],[280.71997-560.63995],[0.5-6000.45]
belen,papa,2020b,[310.9-620.8],[280.71997-560.63995],[0.5-6000.45]
beteitiva,papa,2020a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
beteitiva,papa,2020b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
beteitiva,papa,2020a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
beteitiva,papa,2020b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
boyaca,papa,2020a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
boyaca,papa,2020b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
buenavista,papa,2020a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
buenavista,papa,2020b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
busbanza,papa,2020a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
caldas,papa,2020a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
caldas,papa,2020b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
caldas,papa,2020a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
caldas,papa,2020b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
cerinza,papa,2020a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
cerinza,papa,2020b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
chinavita,papa,2020a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
chinavita,papa,2020b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
chiquinquira,papa,2020a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
chiquinquira,papa,2020b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
chiquinquira,papa,2020a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
chiquinquira,papa,2020b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
chiscas,papa,2020a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
chiscas,papa,2020b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
chita,papa,2020a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
chita,papa,2020b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
chivata,papa,2020a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
chivata,papa,2020b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
cienega,papa,2020a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
cienega,papa,2020b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
combita,papa,2020a,[620.8-930.69995],[560.63995-840.55994],[12000.4-18000.352]
combita,papa,2020b,[310.9-620.8],[560.63995-840.55994],[12000.4-18000.352]
corrales,papa,2020a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
corrales,papa,2020b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
cucaita,papa,2020a,[1.0-310.9],[280.71997-560.63995],[6000.45-12000.4]
cucaita,papa,2020b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
cuitiva,papa,2020a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
cuitiva,papa,2020b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
cuitiva,papa,2020a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
cuitiva,papa,2020b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
chiquiza,papa,2020a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
chiquiza,papa,2020b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
chiquiza,papa,2020a,[620.8-930.69995],[280.71997-560.63995],[6000.45-12000.4]
chiquiza,papa,2020b,[620.8-930.69995],[560.63995-840.55994],[6000.45-12000.4]
chivor,papa,2020a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
chivor,papa,2020b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
duitama,papa,2020a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
duitama,papa,2020b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
duitama,papa,2020a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
duitama,papa,2020b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
el-cocuy,papa,2020a,[1.0-310.9],[280.71997-560.63995],[0.5-6000.45]
el-cocuy,papa,2020b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
el-espino,papa,2020a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
el-espino,papa,2020b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
firavitoba,papa,2020a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
firavitoba,papa,2020b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
floresta,papa,2020a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
gachantiva,papa,2020a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
gachantiva,papa,2020b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
gameza,papa,2020a,[310.9-620.8],[280.71997-560.63995],[0.5-6000.45]
gameza,papa,2020b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
garagoa,papa,2020a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
garagoa,papa,2020b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
guacamayas,papa,2020a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
guacamayas,papa,2020b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
guican,papa,2020a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
guican,papa,2020b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
guican,papa,2020a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
guican,papa,2020b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
iza,papa,2020a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
jenesano,papa,2020a,[310.9-620.8],[280.71997-560.63995],[6000.45-12000.4]
jenesano,papa,2020b,[1.0-310.9],[280.71997-560.63995],[0.5-6000.45]
jerico,papa,2020a,[1.0-310.9],[280.71997-560.63995],[0.5-6000.45]
jerico,papa,2020b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
labranzagrande,papa,2020a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
la-uvita,papa,2020a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
la-uvita,papa,2020b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
la-uvita,papa,2020a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
la-uvita,papa,2020b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
villa-de-leiva,papa,2020a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
villa-de-leiva,papa,2020b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
macanal,papa,2020a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
macanal,papa,2020b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
maripi,papa,2020a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
maripi,papa,2020b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
mongua,papa,2020a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
mongua,papa,2020b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
mongui,papa,2020a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
mongui,papa,2020b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
mongui,papa,2020a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
mongui,papa,2020b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
motavita,papa,2020b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
motavita,papa,2020a,[620.8-930.69995],[840.55994-1120.48],[18000.352-24000.3]
motavita,papa,2020b,[310.9-620.8],[280.71997-560.63995],[6000.45-12000.4]
nobsa,papa,2020a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
nobsa,papa,2020b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
nuevo-colon,papa,2020a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
nuevo-colon,papa,2020b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
oicata,papa,2020a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
oicata,papa,2020b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
pachavita,papa,2020a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
pachavita,papa,2020b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
paipa,papa,2020a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
paipa,papa,2020b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
panqueba,papa,2020a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
panqueba,papa,2020b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
pauna,papa,2020a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
pauna,papa,2020b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
pauna,papa,2020a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
pauna,papa,2020b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
paz-de-rio,papa,2020a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
paz-de-rio,papa,2020b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
pesca,papa,2020a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
pesca,papa,2020b,[1.0-310.9],[280.71997-560.63995],[0.5-6000.45]
ramiriqui,papa,2020a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
ramiriqui,papa,2020b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
ramiriqui,papa,2020a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
ramiriqui,papa,2020b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
